Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-24900	-24950	4400	46896571	95	2.16	1903827	4.06	0.5318	
-24990	-24890	-24940	4400	46896571	101	2.30	1903821	4.06	0.5654	
-24980	-24880	-24930	4400	46896571	109	2.48	1903813	4.06	0.6102	
-24970	-24870	-24920	4400	46896571	136	3.09	1903786	4.06	0.7614	
-24960	-24860	-24910	4400	46896571	133	3.02	1903789	4.06	0.7446	
-24950	-24850	-24900	4400	46896571	135	3.07	1903787	4.06	0.7558	
-24940	-24840	-24890	4400	46896571	149	3.39	1903773	4.06	0.8342	
-24930	-24830	-24880	4400	46896571	155	3.52	1903767	4.06	0.8678	
-24920	-24820	-24870	4400	46896571	184	4.18	1903738	4.06	1.0301	
-24910	-24810	-24860	4400	46896571	192	4.36	1903730	4.06	1.0749	
-24900	-24800	-24850	4400	46896571	178	4.05	1903744	4.06	0.9966	
-24890	-24790	-24840	4400	46896571	166	3.77	1903756	4.06	0.9294	
-24880	-24780	-24830	4400	46896571	151	3.43	1903771	4.06	0.8454	
-24870	-24770	-24820	4400	46896571	148	3.36	1903774	4.06	0.8286	
-24860	-24760	-24810	4400	46896571	177	4.02	1903745	4.06	0.9910	
-24850	-24750	-24800	4400	46896571	175	3.98	1903747	4.06	0.9798	
-24840	-24740	-24790	4400	46896571	161	3.66	1903761	4.06	0.9014	
-24830	-24730	-24780	4400	46896571	155	3.52	1903767	4.06	0.8678	
-24820	-24720	-24770	4400	46896571	135	3.07	1903787	4.06	0.7558	
-24810	-24710	-24760	4400	46896571	130	2.95	1903792	4.06	0.7278	
-24800	-24700	-24750	4400	46896571	142	3.23	1903780	4.06	0.7950	
-24790	-24690	-24740	4400	46896571	141	3.20	1903781	4.06	0.7894	
-24780	-24680	-24730	4400	46896571	134	3.05	1903788	4.06	0.7502	
-24770	-24670	-24720	4400	46896571	114	2.59	1903808	4.06	0.6382	
-24760	-24660	-24710	4400	46896571	99	2.25	1903823	4.06	0.5542	
-24750	-24650	-24700	4400	46896571	99	2.25	1903823	4.06	0.5542	
-24740	-24640	-24690	4400	46896571	104	2.36	1903818	4.06	0.5822	
-24730	-24630	-24680	4400	46896571	111	2.52	1903811	4.06	0.6214	
-24720	-24620	-24670	4400	46896571	113	2.57	1903809	4.06	0.6326	
-24710	-24610	-24660	4400	46896571	105	2.39	1903817	4.06	0.5878	
-24700	-24600	-24650	4400	46896571	108	2.45	1903814	4.06	0.6046	
